63	14
67	8
64	11
71	15
52	8
77	4
61	12
69	5
65	9
63	8
52	12
46	7
85	6
55	11
50	15
53	14
59	13
44	26
75	10
65	12
57	15
68	17
51	10
75	7
57	18
83	7
70	10
22	23
61	12
67	22
60	21
65	8
66	19
66	17
36	11
56	26
